0.49538296	0.0000152588
0.5077829	0.0000152588
0.51739323	0.0000305176
0.5548764	0.0000152588
0.56082475	0.0000762939
0.57258964	0.0000629136
0.57840604	0.0001381742
0.5937497	0.0000778049
0.59945244	0.0000778049
0.61864436	0.0000928156
0.6242462	0.0000778049
0.6353157	0.0001705984
0.6448672	0.0001230203
0.6556956	0.0001078959
0.6800208	0.0002006980
0.69559306	0.0002309074
0.7050031	0.0002309074
0.71509165	0.0002784468
0.72885466	0.0002935087
0.73870325	0.0003388001
0.7435621	0.0003388001
0.7576275	0.0003411969
0.7623607	0.0003863217
0.7807899	0.0004791357
0.7853982	0.0004640780
0.7944888	0.0004791357
0.803578	0.0005117953
0.81241864	0.0004967902
0.8260997	0.0005568935
0.83939964	0.0006374084
0.8531676	0.0006974118
0.86148417	0.0007301932
0.8703947	0.0008229850
0.88817376	0.0009307861
0.8921339	0.0009007857
0.9048271	0.0010563888
0.9185345	0.0011192090
0.9310265	0.0012299190
0.9347208	0.0012299190
0.95198154	0.0013705756
0.96057516	0.0014483798
0.97768307	0.0016220316
0.986195	0.0016699836
1.0031298	0.0018884563
1.0115507	0.0019546147
1.0282935	0.0021730787
1.0335116	0.0022210844
1.0524089	0.0024097778
1.068494	0.0027094127
1.0848683	0.0029942240
1.1015308	0.0032790778
1.1127985	0.0034381407
1.1239538	0.0036601380
1.141034	0.0039931699
1.1583859	0.0043595564
1.19029	0.0051888186
1.1962494	0.0053332685
1.2082521	0.0056517078
1.2142949	0.0058256811
1.2264624	0.0061923056
1.2449136	0.0067556640
1.2635977	0.0074115004
1.288857	0.0083272457
1.3016288	0.0088428464
1.308049	0.0091174552
1.3274411	0.0099517843
1.3404746	0.0105347550
1.3470217	0.0108284624
1.3667784	0.0118457153
1.3800408	0.0125254588
1.3866979	0.0129450122
1.40234	0.0138077876
1.4089589	0.0141646033
1.4288993	0.0154327545
1.4489539	0.0167831276
1.4623796	0.0177477226
1.4825904	0.0193203501
1.4893442	0.0198076777
1.5028738	0.0208934005
1.5232133	0.0226358213
1.5300026	0.0232585184
1.5435922	0.0245572515
1.550391	0.0252189059
1.5707964	0.0272813365
1.5844009	0.0287160929
1.5912017	0.0294797365
1.6047968	0.0309877414
1.61159	0.0317855068
1.6251645	0.0334347673
1.6454871	0.0360272191
1.665748	0.0388149656
1.6724852	0.0397830904
1.6859311	0.0417053290
1.6926388	0.0427131243
1.7126933	0.0458477736
1.7326337	0.0491785184
1.7458565	0.0514533482
1.7655741	0.0550831817
1.7851394	0.0588275790
1.8045394	0.0628312007
1.8301281	0.0683656186
1.8427955	0.0712517276
1.8616289	0.0757853165
1.8802524	0.0804625452
1.886412	0.0820419863
1.9168336	0.0903409570
1.9347752	0.0956108272
1.9524751	0.1009831801
1.9699268	0.1065125540
1.9928014	0.1142095253
2.0096557	0.1201980412
2.0262475	0.1263166815
2.042574	0.1325251013
2.0691893	0.1433376372
2.0744226	0.1455606818
2.0899425	0.1522511840
2.105192	0.1591004133
2.1152077	0.1637062728
2.1330812	0.1722721010
2.1379685	0.1746683866
2.1476529	0.1794822216
2.1524498	0.1819610298
2.1619534	0.1868378222
2.1666603	0.1892971098
2.1806023	0.1968062818
2.2008302	0.2081396878
2.2098382	0.2132959664
2.2142975	0.2159224600
2.2231271	0.2212031037
2.2308705	0.2258832157
2.2395391	0.2312760502
2.2438293	0.2339526564
2.2523227	0.2393954992
2.2634382	0.2466134578
2.2717803	0.2521899641
2.2759078	0.2549645603
2.2916455	0.2658145130
2.299651	0.2715127766
2.3036115	0.2743452191
2.3186183	0.2853349149
2.3224993	0.2882931828
2.330178	0.2941140234
2.3376093	0.2998468876
2.3488417	0.3086730540
2.3635473	0.3206288517
2.3708994	0.3267199993
2.378089	0.3327572346
2.3855977	0.3391610980
2.3929427	0.3455814421
